Date,Event_ID,Winner,Loser,W_KD,L_KD,W_STR,L_STR,W_TD,L_TD,W_SUB,L_SUB,Weight class,Method,Round,Time,W/L
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Marcus Davis,Jonathan Goulet,2,0,11,5,0,4,1,0,Welterweight,KO/TKO  Punches,2.0,1:23,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Johny Hendricks,TJ Grant,0,0,53,67,8,0,0,0,Welterweight,M-DEC,3.0,5:00,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Joey Beltran,Tim Hague,0,0,97,60,0,2,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Mike Guymon,Yoshiyuki Yoshida,0,0,59,7,3,1,2,2,Welterweight,U-DEC,3.0,5:00,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,John Salter,Jason MacDonald,0,0,3,5,1,0,0,0,Middleweight,KO/TKO,1.0,2:42,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Anderson Silva,Demian Maia,1,0,61,10,0,0,0,0,Middleweight,U-DEC,5.0,5:00,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Frankie Edgar,BJ Penn,0,0,61,71,1,0,0,0,Lightweight,U-DEC,5.0,5:00,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Matt Hughes,Renzo Gracie,2,0,70,34,0,0,0,0,Welterweight,KO/TKO  Punches,3.0,4:40,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Rafael Dos Anjos,Terry Etim,0,0,25,7,2,0,1,1,Lightweight,SUB  Armbar,2.0,4:30,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Mark Munoz,Kendall Grove,0,1,25,9,1,0,0,3,Middleweight,KO/TKO  Punches,2.0,2:50,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Phil Davis,Alexander Gustafsson,0,0,14,0,1,0,1,0,Light Heavyweight,SUB  Anaconda Choke,1.0,4:55,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Rick Story,Nick Osipczak,0,0,31,28,3,2,1,1,Welterweight,S-DEC,3.0,5:00,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,DaMarques Johnson,Brad Blackburn,1,0,34,59,0,4,1,2,Welterweight,KO/TKO  Kick,3.0,2:08,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Paul Kelly,Matt Veach,0,0,47,4,0,1,3,2,Lightweight,SUB  Guillotine Choke,2.0,3:41,win
"UFC 112: Invincible  April 10, 2010",24b033b3daf1c9df,Jon Madsen,Mostapha Al-Turk,0,0,32,20,1,0,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Kenny Florian,Takanori Gomi,0,0,51,20,1,0,1,0,Lightweight,SUB  Rear Naked Choke,3.0,2:52,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Roy Nelson,Stefan Struve,1,0,9,2,0,0,0,0,Heavyweight,KO/TKO  Punch,1.0,0:39,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Jorge Rivera,Nate Quarry,3,0,29,19,0,0,0,0,Middleweight,KO/TKO  Punches,2.0,0:29,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Ross Pearson,Dennis Siver,0,0,54,39,1,2,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Andre Winner,Rafaello Oliveira,0,0,61,52,0,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Jacob Volkmann,Ronys Torres,0,0,24,20,5,3,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Nik Lentz,Rob Emerson,0,1,46,24,4,0,1,1,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Gleison Tibau,Caol Uno,1,0,22,6,1,0,0,0,Lightweight,KO/TKO  Punches,1.0,4:13,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Yushin Okami,Lucio Linhares,1,0,50,8,0,0,0,0,Middleweight,KO/TKO,2.0,2:47,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Gerald Harris,Mario Miranda,2,1,17,16,0,0,0,0,Middleweight,KO/TKO  Punches,1.0,4:49,win
"UFC Fight Night: Florian vs Gomi  March 31, 2010",3ed134d85dfbd7b4,Charlie Brenneman,Jason High,0,0,33,12,6,0,0,3,Welterweight,U-DEC,3.0,5:00,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Georges St-Pierre,Dan Hardy,0,0,59,4,11,0,6,0,Welterweight,U-DEC,5.0,5:00,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Shane Carwin,Frank Mir,1,0,49,3,0,0,0,0,Heavyweight,KO/TKO  Punches,1.0,3:48,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Kurt Pellegrino,Fabricio Camoes,0,0,16,8,1,1,2,2,Lightweight,SUB  Rear Naked Choke,2.0,4:20,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Jon Fitch,Ben Saunders,0,0,72,17,2,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Jim Miller,Mark Bocek,0,0,23,17,1,4,3,1,Lightweight,U-DEC,3.0,5:00,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Nate Diaz,Rory Markham,1,0,34,3,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,2:47,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Ricardo Almeida,Matt Brown,0,0,15,6,5,0,1,0,Welterweight,SUB  Rear Naked Choke,2.0,3:30,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Rousimar Palhares,Tomasz Drwal,0,0,0,0,0,0,1,0,Middleweight,SUB  Heel Hook,1.0,0:45,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Jared Hamman,Rodney Wallace,1,0,60,34,2,11,0,1,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 111: St-Pierre vs Hardy  March 27, 2010",c80095f6092271a7,Matthew Riddle,Greg Soto,0,0,47,21,4,0,0,0,Welterweight,DQ,3.0,1:30,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Jon Jones,Brandon Vera,0,0,11,5,2,0,0,0,Light Heavyweight,KO/TKO  Elbow,1.0,3:19,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Junior Dos Santos,Gabriel Gonzaga,1,0,20,9,0,1,0,0,Heavyweight,KO/TKO  Punches,1.0,3:53,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Cheick Kongo,Paul Buentello,0,0,53,3,9,0,0,0,Heavyweight,KO/TKO  Elbows,3.0,1:16,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Alessio Sakara,James Irvin,1,0,13,6,0,0,0,0,Middleweight,KO/TKO,1.0,3:01,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Clay Guida,Shannon Gugerty,0,0,14,1,2,0,1,3,Lightweight,SUB  Arm Triangle,2.0,3:40,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Vladimir Matyushenko,Eliot Marshall,0,0,28,19,2,0,0,0,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Darren Elkins,Duane Ludwig,0,0,0,1,1,0,0,0,Lightweight,KO/TKO,1.0,0:44,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,John Howard,Daniel Roberts,0,0,6,7,1,1,0,1,Welterweight,KO/TKO  Punch,1.0,2:01,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Brendan Schaub,Chase Gormley,1,0,25,2,0,0,0,0,Heavyweight,KO/TKO  Punches,1.0,0:47,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Mike Pierce,Julio Paulino,0,0,39,17,6,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Live: Vera vs Jones  March 21, 2010",3795fca327cbcf23,Jason Brilz,Eric Schafer,0,0,70,27,3,2,1,1,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Cain Velasquez,Antonio Rodrigo Nogueira,1,0,23,3,0,0,0,0,Heavyweight,KO/TKO  Punch,1.0,2:20,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Wanderlei Silva,Michael Bisping,1,0,42,32,1,5,1,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,George Sotiropoulos,Joe Stevenson,0,0,20,7,2,3,3,2,Lightweight,U-DEC,3.0,5:00,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Ryan Bader,Keith Jardine,1,0,29,15,3,0,0,0,Light Heavyweight,KO/TKO  Punch,3.0,2:10,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Mirko Filipovic,Anthony Perosh,0,0,29,9,0,0,1,0,Heavyweight,KO/TKO,2.0,5:00,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Krzysztof Soszynski,Stephan Bonnar,0,0,48,36,0,2,0,0,Light Heavyweight,KO/TKO,3.0,1:04,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,Chris Lytle,Brian Foster,0,0,2,5,0,1,1,0,Welterweight,SUB  Kneebar,1.0,1:41,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,CB Dollaway,Goran Reljic,0,0,25,20,5,1,1,3,Middleweight,U-DEC,3.0,5:00,win
"UFC 110: Nogueira vs Velasquez  February 20, 2010",49efbdc6c9f650c4,James Te Huna,Igor Pokrajac,0,2,22,25,5,2,1,0,Light Heavyweight,KO/TKO  Punches,3.0,3:26,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB  Rear Naked Choke,2.0,1:09,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Chael Sonnen,Nate Marquardt,0,0,39,11,6,0,0,2,Middleweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Paulo Thiago,Mike Swick,1,0,9,7,0,1,1,0,Welterweight,SUB  D'Arce Choke,2.0,1:54,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Demian Maia,Dan Miller,0,0,30,20,4,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,2:23,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Mac Danzig,Justin Buchholz,0,0,62,30,3,0,0,1,Lightweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Melvin Guillard,Ronys Torres,0,0,34,6,0,5,0,1,Lightweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Rob Emerson,Phillipe Nover,0,0,26,19,7,0,0,2,Lightweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Phil Davis,Brian Stann,0,0,48,5,3,0,1,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Chris Tuchscherer,Tim Hague,0,0,24,34,1,1,1,1,Heavyweight,M-DEC,3.0,5:00,win
"UFC 109: Relentless  February 06, 2010",15edcf67ccf5be84,Joey Beltran,Rolles Gracie,0,0,22,15,0,1,0,0,Heavyweight,KO/TKO  Punches,2.0,1:31,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Gray Maynard,Nate Diaz,0,0,41,70,0,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Evan Dunham,Efrain Escudero,0,1,22,26,3,0,1,2,Lightweight,SUB  Armbar,3.0,1:59,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Aaron Simpson,Tom Lawlor,0,0,36,52,2,1,0,2,Middleweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Amir Sadollah,Brad Blackburn,0,0,87,37,2,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Chris Leben,Jay Silva,0,0,60,15,2,0,2,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Rick Story,Jesse Lennox,0,0,47,22,2,1,1,1,Welterweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Thiago Tavares,Nik Lentz,0,0,55,71,1,4,1,1,Lightweight,M-DEC,3.0,5:00,draw  draw
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Rory MacDonald,Mike Guymon,0,0,8,6,2,0,2,0,Welterweight,SUB  Armbar,1.0,4:27,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Rafael Dos Anjos,Kyle Bradley,0,0,42,21,5,0,2,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Gerald Harris,John Salter,0,0,21,7,1,1,0,0,Middleweight,KO/TKO  Punches,3.0,3:24,win
"UFC Fight Night: Maynard vs Diaz  January 11, 2010",58bc81376286b3d3,Nick Catone,Jesse Forbes,0,0,32,32,2,0,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Rashad Evans,Thiago Silva,0,0,12,31,8,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Paul Daley,Dustin Hazelett,1,0,8,4,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,2:24,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Sam Stout,Joe Lauzon,0,0,94,26,0,4,0,2,Lightweight,U-DEC,3.0,5:00,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Jim Miller,Duane Ludwig,1,0,6,2,0,0,1,0,Lightweight,SUB  Armbar,1.0,2:31,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Junior Dos Santos,Gilbert Yvel,1,0,14,3,0,0,0,0,Heavyweight,KO/TKO  Punch,1.0,2:07,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Martin Kampmann,Jacob Volkmann,1,0,14,13,0,0,1,0,Welterweight,SUB  Guillotine Choke,1.0,4:03,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Cole Miller,Dan Lauzon,0,1,15,10,0,1,1,0,Lightweight,SUB  Inverted Triangle,1.0,3:05,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Mark Munoz,Ryan Jensen,0,0,16,9,1,0,0,1,Middleweight,KO/TKO  Punches,1.0,2:30,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Jake Ellenberger,Mike Pyle,1,0,15,5,2,0,0,1,Welterweight,KO/TKO  Punch,2.0,0:22,win
"UFC 108: Evans vs Silva  January 02, 2010",a6d8bfe9e0c8153b,Rafaello Oliveira,John Gunderson,0,0,21,1,6,1,4,4,Lightweight,U-DEC,3.0,5:00,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,BJ Penn,Diego Sanchez,0,0,70,8,0,0,0,0,Lightweight,KO/TKO,5.0,2:37,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Frank Mir,Cheick Kongo,1,0,2,0,0,0,1,0,Heavyweight,SUB  Guillotine Choke,1.0,1:12,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Jon Fitch,Mike Pierce,0,0,55,54,4,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Kenny Florian,Clay Guida,1,0,22,13,1,0,1,0,Lightweight,SUB  Rear Naked Choke,2.0,2:19,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Stefan Struve,Paul Buentello,0,1,54,37,1,0,2,0,Heavyweight,M-DEC,3.0,5:00,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Alan Belcher,Wilson Gouveia,1,0,21,29,0,0,0,0,Catch Weight,KO/TKO  Punches,1.0,3:03,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Matt Wiman,Shane Nelson,0,0,55,20,2,1,0,3,Lightweight,U-DEC,3.0,5:00,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Johny Hendricks,Ricardo Funch,0,0,49,16,7,1,4,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,Rousimar Palhares,Lucio Linhares,0,0,6,8,1,2,3,2,Middleweight,SUB  Heel Hook,2.0,3:21,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,DaMarques Johnson,Edgar Garcia,0,0,10,17,0,1,1,1,Welterweight,SUB  Triangle Choke,1.0,4:03,win
"UFC 107: Penn vs Sanchez  December 12, 2009",821cd80aab70d5f9,TJ Grant,Kevin Burns,1,1,28,14,1,0,0,0,Welterweight,KO/TKO  Punch,1.0,4:57,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Roy Nelson,Brendan Schaub,1,0,8,12,1,0,0,0,Heavyweight,KO/TKO  Punch,1.0,3:45,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Matt Hamill,Jon Jones,0,0,5,44,0,1,0,0,Light Heavyweight,DQ,1.0,4:14,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Kevin Ferguson,Houston Alexander,0,0,27,43,4,0,1,0,Catch Weight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Frankie Edgar,Matt Veach,0,0,25,7,0,3,1,0,Lightweight,SUB  Rear Naked Choke,2.0,2:20,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Matt Mitrione,Marcus Jones,1,0,14,10,0,3,0,1,Heavyweight,KO/TKO  Punches,2.0,0:10,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,James McSweeney,Darrill Schoonover,0,0,58,16,1,0,2,1,Heavyweight,KO/TKO  Knee,3.0,3:20,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Jon Madsen,Justin Wren,0,0,26,17,0,0,0,0,Heavyweight,S-DEC,3.0,5:00,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Brian Stann,Rodney Wallace,0,0,36,15,0,7,0,2,Light Heavyweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,John Howard,Dennis Hallman,1,0,14,8,2,2,0,2,Welterweight,KO/TKO  Punches,3.0,4:55,win
"The Ultimate Fighter: Heavyweights Finale  December 05, 2009",91d73ee59347ac16,Mark Bocek,Joe Brammer,0,0,6,3,2,0,1,0,Lightweight,SUB  Rear Naked Choke,1.0,3:36,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Forrest Griffin,Tito Ortiz,0,0,70,24,0,3,0,0,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Josh Koscheck,Anthony Johnson,0,0,19,16,2,0,1,0,Welterweight,SUB  Rear Naked Choke,2.0,4:47,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Paulo Thiago,Jacob Volkmann,2,0,34,16,2,1,0,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Rogerio Nogueira,Luiz Cane,1,0,14,3,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1.0,1:56,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Amir Sadollah,Phil Baroni,0,0,134,51,0,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Ben Saunders,Marcus Davis,0,0,22,8,0,0,0,0,Welterweight,KO/TKO  Knee,1.0,3:24,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Kendall Grove,Jake Rosholt,0,0,3,5,1,3,1,1,Middleweight,SUB  Triangle Choke,1.0,3:59,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Brian Foster,Brock Larson,0,0,28,6,2,1,0,1,Welterweight,KO/TKO  Punches,2.0,3:25,win
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,Caol Uno,Fabricio Camoes,0,0,28,22,2,5,0,2,Lightweight,M-DEC,3.0,5:00,draw  draw
"UFC 106: Ortiz vs Griffin 2  November 21, 2009",84a067c46306a737,George Sotiropoulos,Jason Dent,0,0,33,25,3,0,2,0,Lightweight,SUB  Armbar,2.0,4:36,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Randy Couture,Brandon Vera,0,1,39,27,1,1,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Dan Hardy,Mike Swick,0,0,55,38,1,0,0,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Michael Bisping,Denis Kang,0,1,29,11,3,0,1,0,Middleweight,KO/TKO  Punches,2.0,4:24,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Matt Brown,James Wilks,1,0,45,19,0,1,3,3,Welterweight,KO/TKO  Punches,3.0,2:27,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Ross Pearson,Aaron Riley,0,0,59,15,0,0,0,0,Lightweight,KO/TKO,2.0,4:38,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,John Hathaway,Paul Taylor,0,0,80,5,5,0,0,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Terry Etim,Shannon Gugerty,0,0,17,11,0,1,1,0,Lightweight,SUB  Guillotine Choke,2.0,1:24,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Nick Osipczak,Matthew Riddle,0,0,46,28,0,4,1,0,Welterweight,KO/TKO  Punches,3.0,3:53,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Dennis Siver,Paul Kelly,2,0,38,12,0,1,0,0,Lightweight,KO/TKO  Punches,2.0,2:53,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Alexander Gustafsson,Jared Hamman,1,0,6,6,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1.0,0:41,win
"UFC 105: Couture vs Vera  November 14, 2009",fa8b9e6b0c2269f8,Andre Winner,Rolando Delgado,2,0,14,11,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,3:22,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Lyoto Machida,Mauricio Rua,0,0,35,80,0,0,0,0,Light Heavyweight,U-DEC,5.0,5:00,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Cain Velasquez,Ben Rothwell,0,0,62,3,5,0,0,0,Heavyweight,KO/TKO  Punches,2.0,0:58,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Gleison Tibau,Josh Neer,0,0,22,24,11,0,2,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Joe Stevenson,Spencer Fisher,0,0,28,14,2,0,0,0,Lightweight,KO/TKO  Elbows,2.0,4:03,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Anthony Johnson,Yoshiyuki Yoshida,1,0,10,0,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,0:41,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Ryan Bader,Eric Schafer,2,0,52,25,3,0,0,1,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Pat Barry,Antoni Hardonk,1,0,29,29,0,0,0,0,Heavyweight,KO/TKO  Punches,2.0,2:30,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Chael Sonnen,Yushin Okami,0,0,91,25,4,0,0,1,Middleweight,U-DEC,3.0,5:00,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Jorge Rivera,Rob Kimmons,1,0,66,23,0,1,0,0,Middleweight,KO/TKO  Punches,3.0,1:53,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Kyle Kingsbury,Razak Al-Hassan,0,0,25,31,2,1,0,0,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC 104: Machida vs Shogun  October 24, 2009",7c0847d3854a95f2,Stefan Struve,Chase Gormley,0,0,12,8,1,1,3,1,Heavyweight,SUB  Triangle Choke,1.0,4:04,win
"UFC 103: Franklin vs Belfort  September 19, 2009",896c322f56b8be5a,Vitor Belfort,Rich Franklin,0,0,9,4,0,0,0,0,Catch Weight,KO/TKO  Punch,1.0,3:02,win
"UFC 103: Franklin vs Belfort  September 19, 2009",896c322f56b8be5a,Junior Dos Santos,Mirko Filipovic,0,0,70,22,0,0,0,0,Heavyweight,KO/TKO  Punches,3.0,2:00,win
"UFC 103: Franklin vs Belfort  September 19, 2009",896c322f56b8be5a,Paul Daley,Martin Kampmann,0,0,27,12,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,2:31,win
