Date,Event_ID,Winner,Loser,W_KD,L_KD,W_STR,L_STR,W_TD,L_TD,W_SUB,L_SUB,Weight class,Method,Round,Time,W/L
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Quinton Jackson,Lyoto Machida,0,0,16,33,1,1,0,1,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,BJ Penn,Matt Hughes,1,0,7,3,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,0:21,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Maiquel Falcao,Gerald Harris,1,0,25,8,1,2,3,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Phil Davis,Tim Boetsch,0,0,33,7,2,0,2,1,Light Heavyweight,SUB  Kimura,2.0,2:55,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,George Sotiropoulos,Joe Lauzon,0,0,19,16,3,0,2,0,Lightweight,SUB  Kimura,2.0,2:43,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Brian Foster,Matt Brown,0,0,25,13,3,1,2,1,Welterweight,SUB  Guillotine Choke,2.0,2:11,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Mark Munoz,Aaron Simpson,0,0,76,43,1,5,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Dennis Hallman,Karo Parisyan,1,0,10,2,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,1:47,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Edson Barboza,Mike Lullo,2,0,43,12,2,0,0,1,Lightweight,KO/TKO  Kicks,3.0,0:26,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Paul Kelly,TJ O'Brien,1,0,44,32,1,1,0,0,Lightweight,KO/TKO  Elbows,2.0,3:16,win
"UFC 123: Rampage vs Machida  November 20, 2010",dd992d569aaebee6,Nik Lentz,Tyson Griffin,0,1,34,31,4,8,3,1,Lightweight,S-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Yushin Okami,Nate Marquardt,0,0,25,21,1,3,0,2,Middleweight,U-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Dennis Siver,Andre Winner,1,0,30,13,0,0,1,0,Lightweight,SUB  Rear Naked Choke,1.0,3:37,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Amir Sadollah,Peter Sobotta,0,0,90,34,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Krzysztof Soszynski,Goran Reljic,0,0,57,23,0,2,3,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Duane Ludwig,Nick Osipczak,0,2,99,60,0,2,0,0,Welterweight,S-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Vladimir Matyushenko,Alexandre Ferreira,0,0,19,6,2,0,0,0,Light Heavyweight,KO/TKO  Elbows,1.0,2:20,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Pascal Krauss,Mark Scanlon,0,0,50,33,3,3,2,2,Welterweight,U-DEC,3.0,5:00,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Kyle Noke,Rob Kimmons,0,0,25,16,3,0,2,0,Middleweight,SUB  Rear Naked Choke,2.0,1:33,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Karlos Vemola,Seth Petruzelli,0,0,18,3,2,0,0,2,Light Heavyweight,KO/TKO  Punches,1.0,3:46,win
"UFC 122: Marquardt vs Okami  November 13, 2010",0ff11cc094e887bc,Carlos Eduardo Rocha,Kris McCray,0,0,2,3,0,2,1,0,Welterweight,SUB  Kneebar,1.0,2:21,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Cain Velasquez,Brock Lesnar,2,0,31,9,1,1,0,0,Heavyweight,KO/TKO  Punches,1.0,4:12,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Jake Shields,Martin Kampmann,0,0,25,35,4,0,0,3,Welterweight,S-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Diego Sanchez,Paulo Thiago,0,0,48,36,2,1,0,4,Welterweight,U-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Matt Hamill,Tito Ortiz,0,0,41,37,3,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Brendan Schaub,Gabriel Gonzaga,1,0,53,37,0,0,0,1,Heavyweight,U-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Court McGee,Ryan Jensen,0,1,60,36,2,1,1,0,Middleweight,SUB  Arm Triangle,3.0,1:21,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Tom Lawlor,Patrick Cote,0,0,49,6,5,0,3,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Daniel Roberts,Mike Guymon,0,0,2,0,1,0,1,0,Welterweight,SUB  Anaconda Choke,1.0,1:13,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Sam Stout,Paul Taylor,0,0,107,140,1,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Chris Camozzi,Dongi Yang,0,0,74,51,0,3,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC 121: Lesnar vs Velasquez  October 23, 2010",afdb76fbd86f6d11,Jon Madsen,Gilbert Yvel,0,0,18,0,1,0,0,0,Heavyweight,KO/TKO  Punches,1.0,1:48,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Michael Bisping,Yoshihiro Akiyama,0,0,118,50,0,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Carlos Condit,Dan Hardy,1,0,26,9,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,4:27,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Mike Pyle,John Hathaway,0,0,46,18,5,0,1,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Cheick Kongo,Travis Browne,0,0,58,22,0,2,0,0,Heavyweight,U-DEC,3.0,5:00,draw  draw
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Claude Patrick,James Wilks,0,0,23,12,3,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Alexander Gustafsson,Cyrille Diabate,1,0,28,11,2,0,3,0,Light Heavyweight,SUB  Rear Naked Choke,2.0,2:41,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Rob Broughton,Vinicius Queiroz,0,0,67,47,0,5,6,0,Heavyweight,SUB  Rear Naked Choke,3.0,1:43,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Paul Sass,Mark Holst,0,0,2,3,0,0,4,0,Lightweight,SUB  Triangle Choke,1.0,4:45,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Spencer Fisher,Curt Warburton,0,0,68,45,1,1,2,2,Lightweight,U-DEC,3.0,5:00,win
"UFC 120: Bisping vs Akiyama  October 16, 2010",d512d9f204059f57,Fabio Maldonado,James McSweeney,1,0,89,49,0,0,2,0,Light Heavyweight,KO/TKO  Punches,3.0,0:48,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Frank Mir,Mirko Filipovic,1,0,25,19,0,0,0,0,Heavyweight,KO/TKO  Knee,3.0,4:02,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Ryan Bader,Rogerio Nogueira,0,0,42,28,5,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Chris Lytle,Matt Serra,0,0,153,124,0,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Sean Sherk,Evan Dunham,0,0,38,75,5,0,0,7,Lightweight,S-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Melvin Guillard,Jeremy Stephens,0,1,73,62,0,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,CB Dollaway,Joe Doerksen,0,0,1,1,0,0,2,0,Middleweight,SUB  Guillotine Choke,1.0,2:13,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Matt Mitrione,Joey Beltran,0,0,76,52,0,1,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Thiago Tavares,Pat Audinwood,0,0,7,3,2,0,1,0,Lightweight,SUB  Guillotine Choke,1.0,3:47,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Waylon Lowe,Steve Lopez,0,0,26,23,5,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,TJ Grant,Julio Paulino,0,0,17,12,4,0,1,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 119: Mir vs Cro Cop  September 25, 2010",ad32471f01e7b1a5,Sean McCorkle,Mark Hunt,0,0,0,2,0,1,2,0,Heavyweight,SUB  Straight Armbar,1.0,1:03,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Nate Marquardt,Rousimar Palhares,0,0,13,1,0,0,1,1,Middleweight,KO/TKO  Punches,1.0,3:28,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Charles Oliveira,Efrain Escudero,0,0,35,13,2,0,1,0,Lightweight,SUB  Rear Naked Choke,3.0,2:25,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Jim Miller,Gleison Tibau,0,0,29,23,0,4,2,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Cole Miller,Ross Pearson,1,0,24,26,1,0,1,0,Lightweight,SUB  Rear Naked Choke,2.0,1:49,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Yves Edwards,John Gunderson,0,0,54,15,1,0,1,2,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Kyle Kingsbury,Jared Hamman,0,0,79,88,9,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,David Branch,Tomasz Drwal,0,0,15,10,3,0,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Rich Attonito,Rafael Natal,1,0,25,28,0,2,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,TJ Waldburger,David Mitchell,0,0,37,13,6,2,7,6,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Marquardt vs Palhares  September 15, 2010",acff437707625fc7,Brian Foster,Forrest Petz,1,0,17,1,0,0,0,0,Welterweight,KO/TKO  Punches,1.0,1:07,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Frankie Edgar,BJ Penn,0,0,94,36,3,2,0,0,Lightweight,U-DEC,5.0,5:00,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Randy Couture,James Toney,0,0,8,0,1,0,2,0,Heavyweight,SUB  Arm Triangle,1.0,3:19,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Demian Maia,Mario Miranda,0,0,30,14,5,0,1,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Gray Maynard,Kenny Florian,0,0,15,14,5,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Nate Diaz,Marcus Davis,0,1,94,52,1,1,1,0,Welterweight,SUB  Guillotine Choke,3.0,4:02,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Joe Lauzon,Gabe Ruediger,0,0,19,1,2,0,1,0,Lightweight,SUB  Armbar,1.0,2:01,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Nik Lentz,Andre Winner,0,0,23,20,7,0,1,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Dan Miller,John Salter,0,0,23,21,0,2,2,0,Middleweight,SUB  Guillotine Choke,2.0,1:53,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Greg Soto,Nick Osipczak,0,0,70,29,3,0,1,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 118: Edgar vs Penn 2  August 28, 2010",054defd5420a551f,Mike Pierce,Amilcar Alves,0,0,31,4,4,0,2,0,Welterweight,SUB  Armbar,3.0,3:11,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Anderson Silva,Chael Sonnen,0,0,29,89,1,3,3,1,Middleweight,SUB  Triangle Armbar,5.0,3:10,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Jon Fitch,Thiago Alves,0,0,29,22,9,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Clay Guida,Rafael Dos Anjos,0,0,19,17,2,1,0,0,Lightweight,SUB  Injury,3.0,1:51,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Matt Hughes,Ricardo Almeida,1,0,2,10,0,0,1,0,Welterweight,SUB  Schultz Front Headlock,1.0,3:15,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Junior Dos Santos,Roy Nelson,1,0,130,40,1,0,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Rick Story,Dustin Hazelett,1,0,75,7,3,0,0,2,Welterweight,KO/TKO  Punches,2.0,1:15,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Phil Davis,Rodney Wallace,0,0,59,2,3,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Johny Hendricks,Charlie Brenneman,2,0,28,9,0,2,0,0,Welterweight,KO/TKO  Punches,2.0,0:40,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Tim Boetsch,Todd Brown,0,0,60,28,3,0,1,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Stefan Struve,Christian Morecraft,1,0,11,36,0,1,2,1,Heavyweight,KO/TKO  Punch,2.0,0:22,win
"UFC 117: Silva vs Sonnen  August 07, 2010",2f3f12002564bb55,Dennis Hallman,Ben Saunders,0,0,28,30,3,0,0,1,Welterweight,U-DEC,3.0,5:00,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Jon Jones,Vladimir Matyushenko,0,0,15,0,1,0,0,0,Light Heavyweight,KO/TKO  Elbows,1.0,1:52,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Yushin Okami,Mark Munoz,1,1,22,16,1,1,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Jake Ellenberger,John Howard,0,0,38,17,5,0,0,1,Welterweight,KO/TKO,3.0,2:21,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Takanori Gomi,Tyson Griffin,1,0,5,3,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:04,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Jacob Volkmann,Paul Kelly,0,0,32,24,6,0,2,2,Lightweight,U-DEC,3.0,5:00,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Matthew Riddle,DaMarques Johnson,0,0,42,9,3,0,0,0,Welterweight,KO/TKO  Punches,2.0,4:29,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Igor Pokrajac,James Irvin,0,0,18,11,2,0,1,0,Light Heavyweight,SUB  Rear Naked Choke,1.0,2:29,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Brian Stann,Mike Massenzio,0,0,43,5,0,5,2,2,Middleweight,SUB  Triangle Choke,3.0,3:10,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Charles Oliveira,Darren Elkins,0,0,3,0,0,1,2,0,Lightweight,SUB  Triangle Armbar,1.0,0:41,win
"UFC Live: Jones vs Matyushenko  August 01, 2010",f12f979b657ab876,Rob Kimmons,Steve Steinbeiss,0,0,38,85,4,0,2,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Brock Lesnar,Shane Carwin,0,1,8,40,1,0,1,0,Heavyweight,SUB  Arm Triangle,2.0,2:19,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Chris Leben,Yoshihiro Akiyama,0,0,46,27,0,5,4,1,Middleweight,SUB  Triangle Choke,3.0,4:40,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Chris Lytle,Matt Brown,0,1,19,25,0,1,4,1,Welterweight,SUB  Armbar,2.0,2:02,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Stephan Bonnar,Krzysztof Soszynski,1,0,48,32,2,0,0,0,Light Heavyweight,KO/TKO  Punches,2.0,3:08,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,George Sotiropoulos,Kurt Pellegrino,1,1,48,39,1,3,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Brendan Schaub,Chris Tuchscherer,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO  Punch,1.0,1:07,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Ricardo Romero,Seth Petruzelli,0,1,19,30,1,0,2,2,Light Heavyweight,SUB  Armbar,2.0,3:05,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Kendall Grove,Goran Reljic,0,0,28,14,1,3,1,1,Middleweight,S-DEC,3.0,5:00,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Gerald Harris,David Branch,0,0,10,20,5,0,0,0,Middleweight,KO/TKO  Slam,3.0,2:35,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Daniel Roberts,Forrest Petz,0,0,5,21,6,1,2,0,Welterweight,S-DEC,3.0,5:00,win
"UFC 116: Lesnar vs Carwin  July 03, 2010",140745cbbcb023ac,Jon Madsen,Karlos Vemola,0,0,37,16,3,0,0,1,Heavyweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Court McGee,Kris McCray,0,0,22,19,5,0,1,0,Middleweight,SUB  Rear Naked Choke,2.0,3:41,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Matt Hamill,Keith Jardine,0,0,77,65,2,0,0,0,Light Heavyweight,M-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Chris Leben,Aaron Simpson,0,0,42,43,0,2,0,1,Middleweight,KO/TKO  Punches,2.0,4:17,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Dennis Siver,Spencer Fisher,0,0,77,52,0,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Rich Attonito,Jamie Yager,0,0,24,29,1,0,0,0,Middleweight,KO/TKO  Punches,2.0,4:25,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,John Gunderson,Mark Holst,0,0,31,2,4,1,0,3,Lightweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Brad Tavares,Seth Baczynski,0,0,18,22,3,0,0,3,Middleweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Kyle Noke,Josh Bryant,1,0,50,9,0,0,0,0,Middleweight,KO/TKO  Punches,2.0,3:12,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Chris Camozzi,James Hammortree,0,0,62,29,0,2,0,1,Middleweight,U-DEC,3.0,5:00,win
"The Ultimate Fighter: Team Liddell vs Team Ortiz Finale  June 19, 2010",9bcf8603ceb25680,Travis Browne,James McSweeney,1,0,19,6,0,0,1,0,Heavyweight,KO/TKO  Punches,1.0,4:32,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Rich Franklin,Chuck Liddell,1,0,24,17,0,1,0,0,Light Heavyweight,KO/TKO  Punch,1.0,4:55,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Mirko Filipovic,Pat Barry,1,2,42,25,0,0,2,0,Heavyweight,SUB  Rear Naked Choke,3.0,4:30,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Martin Kampmann,Paulo Thiago,0,0,24,13,1,1,3,1,Welterweight,U-DEC,3.0,5:00,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Ben Rothwell,Gilbert Yvel,0,0,44,33,5,0,2,2,Heavyweight,U-DEC,3.0,5:00,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Carlos Condit,Rory MacDonald,0,0,72,29,0,3,1,0,Welterweight,KO/TKO  Punches,3.0,4:53,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Evan Dunham,Tyson Griffin,0,0,28,26,3,0,1,1,Lightweight,S-DEC,3.0,5:00,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Matt Wiman,Mac Danzig,0,0,4,4,0,1,2,0,Lightweight,SUB  Guillotine Choke,1.0,1:45,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Mario Miranda,David Loiseau,0,0,42,2,3,0,0,0,Middleweight,KO/TKO  Elbows,2.0,4:07,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,James Wilks,Peter Sobotta,0,0,38,15,1,1,1,2,Welterweight,U-DEC,3.0,5:00,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Claude Patrick,Ricardo Funch,0,0,13,5,1,0,2,0,Welterweight,SUB  Guillotine Choke,2.0,1:48,win
"UFC 115: Liddell vs Franklin  June 12, 2010",cfb65863d5099327,Mike Pyle,Jesse Lennox,1,0,49,37,0,1,3,0,Welterweight,SUB  Triangle Choke,3.0,4:44,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Rashad Evans,Quinton Jackson,0,1,29,17,3,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Michael Bisping,Dan Miller,0,0,76,50,0,1,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Mike Russow,Todd Duffee,1,0,14,51,0,0,0,0,Heavyweight,KO/TKO  Punch,3.0,2:35,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Rogerio Nogueira,Jason Brilz,0,0,23,18,1,3,1,3,Light Heavyweight,S-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,John Hathaway,Diego Sanchez,1,0,84,24,0,1,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Dong Hyun Kim,Amir Sadollah,0,0,30,10,6,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Efrain Escudero,Dan Lauzon,1,0,64,17,0,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Melvin Guillard,Waylon Lowe,1,0,14,1,0,1,0,0,Lightweight,KO/TKO  Knee,1.0,3:28,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Cyrille Diabate,Luiz Cane,1,1,17,4,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1.0,2:13,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Aaron Riley,Joe Brammer,0,0,46,37,3,1,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC 114: Rampage vs Evans  May 29, 2010",bfc2fc38a0e20211,Ryan Jensen,Jesse Forbes,0,1,3,3,0,1,1,1,Middleweight,SUB  Guillotine Choke,1.0,1:06,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Mauricio Rua,Lyoto Machida,1,0,17,9,0,2,0,0,Light Heavyweight,KO/TKO  Punches,1.0,3:35,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Josh Koscheck,Paul Daley,0,0,19,11,4,0,1,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Jeremy Stephens,Sam Stout,1,1,55,70,3,0,0,1,Lightweight,S-DEC,3.0,5:00,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Matt Mitrione,Kevin Ferguson,0,0,44,5,0,2,4,0,Heavyweight,KO/TKO  Punches,2.0,4:24,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Alan Belcher,Patrick Cote,0,0,27,22,1,2,1,1,Middleweight,SUB  Rear Naked Choke,2.0,3:25,win
"UFC 113: Machida vs Shogun 2  May 08, 2010",d0c29452d3272603,Joe Doerksen,Tom Lawlor,0,1,44,42,0,0,1,0,Middleweight,SUB  Rear Naked Choke,2.0,2:10,win
